"contrast","cellline","condition","estimate","SE","df","t.ratio","p.value","lipid","p_adj"
"time12 - time22","HCC1143","Control",2.21508089892714e-15,0.0965796145187396,53.0604982193677,2.29352841173055e-14,1,"TDCA",1
"time18 - time22","HCC1143","Control",0.292481250360588,0.102762836463222,56.0318270158799,2.84617727990862,0.0305132673524492,"TDCA",0.114766318997786
"time0 - time12","HCC38","Control",-4.27903606448384e-14,0.0965796145187396,53.0604982193683,-4.43057894339966e-13,1,"TDCA",1
"time0 - time18","HCC38","Control",-4.12447853648246e-14,0.0965796145187396,53.0604982193684,-4.27054773104543e-13,1,"TDCA",1
"time0 - time22","HCC38","Control",-4.78558279340341e-14,0.0965796145187396,53.0604982193683,-4.95506512140287e-13,1,"TDCA",1
"time12 - time18","HCC38","Control",1.54558440698671e-15,0.0965796145187396,53.0604982193677,1.60032157374869e-14,1,"TDCA",1
"time12 - time22","HCC38","Control",-5.06546728919571e-15,0.0965796145187396,53.0604982193677,-5.24486178003211e-14,1,"TDCA",1
"time18 - time22","HCC38","Control",-6.61105545043519e-15,0.0965796145187396,53.0604982193677,-6.84518724099114e-14,1,"TDCA",1
"time0 - time12","HCC1143","Migration",-4.45186869390634e-14,0.0881647224451119,53.0604982193677,-5.04948983044541e-13,1,"TDCA",1
"time0 - time18","HCC1143","Migration",0.0691729165464305,0.088164722445112,53.0604982193677,0.784587243378382,0.861115456245616,"TDCA",1
"time0 - time22","HCC1143","Migration",-4.27930748077054e-14,0.088164722445112,53.0604982193674,-4.85376391156302e-13,1,"TDCA",1
"time12 - time18","HCC1143","Migration",0.0691729165464751,0.0881647224451119,53.0604982193677,0.784587243378888,0.861115456245389,"TDCA",1
"time12 - time22","HCC1143","Migration",1.725612131358e-15,0.0881647224451119,53.0604982193677,1.95725918882386e-14,1,"TDCA",1
